Time RV eRV BIS FWHM S-index
55000 -12.985 2.72 0.007415 -0.002361 -4.7357
55000.07828 -6.452 2.24 -0.001565 -0.001691 -4.7404
55000.14551 -2.363 1.95 0.006595 0.005859 -4.7172
55000.99922 -2.022 1.84 -0.001815 -0.005031 -4.6987
55001.05507 -2.023 1.63 -0.000325 -0.003261 -4.6832
55001.14514 -0.013 1.87 -0.004685 -0.001451 -4.7051
55001.98047 -11.522 2.49 -0.008795 -0.007491 -4.7286
55002.0702 -1.109 2.09 -0.002405 -0.002461 -4.7266
55002.16157 -4.36 2.39 -0.011555 0.002849 -4.7236
55002.99217 -12.871 1.77 -0.004425 -0.010991 -4.7172
55003.13227 -11.888 1.9 -0.004515 -0.017881 -4.7245
55003.98552 -3.93 2.02 0.008155 -0.008521 -4.693
55004.06138 -0.594 1.82 -0.005245 -0.000551 -4.6868
55004.15374 2.787 1.8 0.003935 -0.001781 -4.6961
55004.98146 0.753 2.1 -0.003445 -0.015541 -4.706
55005.06257 1.065 2.01 -0.001405 -0.012351 -4.7087
55005.14999 -4.542 2.05 -0.005925 -0.001751 -4.7103
55005.98631 -3.372 2.01 0.004795 -0.008181 -4.6738
55006.0451 -3.254 2.01 -0.002135 -0.011161 -4.7459
55006.13676 -6.27 1.92 -0.001285 -0.005591 -4.7447
55007.05988 -5.497 2.06 0.004275 -0.010101 -4.7539
55007.97463 4.762 1.92 -0.000655 -0.007941 -4.7015
55008.07897 10.97 1.56 0.002275 -0.016151 -4.7147
55008.97081 7.7 1.79 -0.015625 -0.034551 -4.7347
55009.06466 6.123 1.65 -0.009775 -0.016401 -4.7438
55009.14513 1.492 1.89 -0.004295 -0.020281 -4.7413
55010.06568 -4.171 1.68 -0.012525 -0.020411 -4.7168
55010.14956 -9.253 1.81 -0.015545 -0.036581 -4.741
55010.9406 -4.832 2.68 0.001615 -0.035781 -4.7364
55011.01892 -12.37 1.95 -0.021315 -0.030141 -4.7323
55011.14763 -13.261 1.82 -0.014295 -0.047141 -4.7119
55011.93339 -6.608 2.25 0.001115 -0.036291 -4.7385
55012.13837 -7.495 2.04 -0.009065 -0.041641 -4.758
55012.94656 -14.959 2.46 -0.001185 -0.034881 -4.7875
55013.04784 -14.947 2.07 0.005595 -0.043951 -4.7971
55013.15476 -13.269 1.82 0.006155 -0.047561 -4.7528
55013.93501 -16.202 1.77 0.003345 -0.027301 -4.7633
55014.03544 -11.269 1.75 -0.007465 -0.027751 -4.74
